segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
11,860,plane,alpha_shape,0.12335436437612496,0.8436586301484117,0.03298700547546338,0.0378775066362477,0.9747375359657813,2,0.012171006995701781,0.020327888716335365,0.021061443278048056,2,False,737,1540,valve_0089_lidar_classes.ply
12,1243,plane,alpha_shape,0.03386940562165615,0.8819283273782138,0.08420226700013006,0.04319401813070777,0.9625026233604438,1,0.012312795226134774,0.022475782707242088,0.022135517016608125,1,False,1048,2318,valve_0089_lidar_classes.ply
13,651,complex,poisson,0.029970186428422793,0.5816452089074583,0.3883846046641189,0.07337620745914228,0.910801062027733,1,0.01203636167794046,0.03569937633009432,0.02358056629679179,1,False,2869,5578,valve_0089_lidar_classes.ply
2,603,complex,poisson,0.0848361990098775,0.5568608129664019,0.35830298802372057,0.07837601866606608,0.8665263962899119,14,0.026394955552439137,0.1672830319699674,0.09973796777863576,5,False,5386,10378,valve_0090_lidar_classes.ply
3,85,tube,ball_pivoting,0.7898246728566003,0.18072247848612552,0.029452848657274138,0.057360857422580264,0.9100765096654451,1,0.008043417839946635,0.027645393469492095,0.01807273978522754,1,False,85,125,valve_0090_lidar_classes.ply
5,1648,complex,poisson,0.23806080653117287,0.6835935922876432,0.07834560118118405,0.09028506564079933,0.8333361285498607,1,0.0176586813918001,0.13549872812963168,0.06906346543427012,5,False,7018,13918,valve_0090_lidar_classes.ply
6,405,complex,poisson,0.0935204034353594,0.564610438995889,0.3418691575687515,0.06236963218573979,0.9279071447402751,14,0.027621704305982684,0.14645065683328695,0.09176421422751291,9,False,4604,8855,valve_0090_lidar_classes.ply
7,126,tube,ball_pivoting,0.9743451339712569,0.006642240336845686,0.0190126256918974,0.06646297227164409,0.8592002092946784,3,0.015795044910273635,0.03306870042320378,0.022853221913615496,4,False,126,139,valve_0090_lidar_classes.ply
8,1082,complex,poisson,0.5050837383506658,0.4587589741888919,0.036157287460442326,0.05626113325895896,0.9501546243575731,2,0.014172493948711442,0.10074974403394642,0.048276378102933684,4,False,4377,8545,valve_0090_lidar_classes.ply
9,2510,complex,poisson,0.34529834648363134,0.5696110416389206,0.0850906118774481,0.06807817338768692,0.9296761662878443,1,0.012682512218099776,0.02837458307527758,0.021642918540949404,8,False,7356,14515,valve_0090_lidar_classes.ply
10,3083,complex,poisson,0.24902369478024083,0.3303005283129515,0.4206757769068077,0.0488844031055151,0.9621513349255654,6,0.012230054327092399,0.07741165371942688,0.03547976181257434,2,False,7780,15384,valve_0090_lidar_classes.ply
11,928,complex,poisson,0.12174071791327484,0.8447382469975215,0.03352103508920365,0.05192870365122264,0.9508026967398105,2,0.02120592144028089,0.2641249607043655,0.13003959747060678,2,False,5576,10980,valve_0090_lidar_classes.ply
12,1059,plane,alpha_shape,0.3281618206173568,0.6091381222858359,0.0627000570968073,0.044285539536111855,0.9615922857802935,2,0.012668639285965153,0.02749718816950976,0.02333596260148208,1,False,896,1980,valve_0090_lidar_classes.ply
13,670,complex,poisson,0.17267981856840045,0.45553853876002465,0.3717816426715749,0.07574964659575761,0.902605894065161,1,0.01288454134527523,0.032800255345594234,0.02302243099199605,3,False,2927,5642,valve_0090_lidar_classes.ply
2,563,complex,poisson,0.42473657696362344,0.1996329178633862,0.37563050517299035,0.08666143207332985,0.8644272174416676,15,0.023507798515270864,0.13504564499228952,0.08081043215540054,7,False,4617,8831,valve_0091_lidar_classes.ply
5,1552,complex,poisson,0.2835818992696515,0.6399631937442646,0.07645490698608387,0.08962172307057302,0.8388304558578604,1,0.019636700184429312,0.24953351546628263,0.10940543563800433,1,False,7282,14300,valve_0091_lidar_classes.ply
6,563,tube,ball_pivoting,0.6281241742247733,0.11682531506313179,0.25505051071209495,0.06666135373910642,0.9111305429264945,13,0.017238108100322235,0.054672045714837775,0.026699817187809755,13,False,563,732,valve_0091_lidar_classes.ply
7,106,tube,ball_pivoting,0.9758149934016265,0.0014293570724817017,0.022755649525891763,0.07454794386354503,0.8399901126875224,3,0.013730420616355274,0.02525574542856323,0.020582191452162613,2,False,106,123,valve_0091_lidar_classes.ply
8,2033,complex,poisson,0.2264801509036672,0.7233191414839486,0.05020070761238425,0.057975110109008375,0.9355750610292415,1,0.01152350868107335,0.05232736203839212,0.025988383885512667,3,False,5699,11326,valve_0091_lidar_classes.ply
9,1685,complex,poisson,0.38289643795874284,0.5725724893372923,0.044531072703964905,0.0672142811163768,0.9216952317983895,1,0.014274578253235685,0.136247499753783,0.05848510809288578,2,False,6022,11902,valve_0091_lidar_classes.ply
10,3620,complex,poisson,0.0853243975109163,0.42213163866016096,0.49254396382892274,0.044563772509745955,0.9674506509288302,3,0.010352979285023727,0.03394025633159648,0.020384544710949137,1,False,8303,16372,valve_0091_lidar_classes.ply
11,618,plane,alpha_shape,0.4421113208184602,0.532435758695675,0.025452920485864665,0.030943469873476417,0.9739992643329277,5,0.013180814317129006,0.021808744449163447,0.021328646580324247,3,False,553,1206,valve_0091_lidar_classes.ply
12,1194,plane,alpha_shape,0.2708615943490482,0.6657937788133387,0.06334462683761308,0.04320287168414987,0.9613848376536459,1,0.012048902953535404,0.020927163578574645,0.02147022718127372,1,False,998,2214,valve_0091_lidar_classes.ply
13,744,complex,poisson,0.13126882614115304,0.4216088563769214,0.44712231748192555,0.07301225540439102,0.9044984046843653,1,0.011870782878768537,0.025486827180768525,0.020595013815342317,5,False,2794,5387,valve_0091_lidar_classes.ply
2,418,complex,poisson,0.2992409872158787,0.36223701455184365,0.33852199823227763,0.07746591813002021,0.8698679658364762,14,0.025119324230519217,0.0997003544676828,0.06745618185918768,4,False,2480,4759,valve_0092_lidar_classes.ply
3,83,tube,ball_pivoting,0.7770141899648529,0.1924169069465809,0.03056890308856621,0.06973689603555389,0.9050376440979009,1,0.008260353016236224,0.016120603775930057,0.016228343421273963,2,False,83,115,valve_0092_lidar_classes.ply
5,1669,complex,poisson,0.19368848754066095,0.7315399077656403,0.07477160469369878,0.09466758657836992,0.8238348711320075,1,0.02104628103061244,0.21228839037094827,0.10451722555789125,1,False,7420,14678,valve_0092_lidar_classes.ply
6,459,complex,poisson,0.4121886549721689,0.2793215200388974,0.3084898249889337,0.07325492833808216,0.881253745004112,14,0.02625130954690064,0.13232477625928885,0.08747559811125045,3,False,4876,9399,valve_0092_lidar_classes.ply
7,99,tube,ball_pivoting,0.9711376092452109,0.005293043526179027,0.02356934722861005,0.08806298054533084,0.820342487787425,2,0.011670550489353951,0.022082988231848247,0.020996060673665887,2,False,99,129,valve_0092_lidar_classes.ply
8,1045,tube,ball_pivoting,0.6466601841298362,0.3280912326768807,0.025248583193283266,0.06569883136403756,0.9377043285531517,5,0.011413831037821039,0.028822981602898107,0.021007688231939384,2,False,1045,1239,valve_0092_lidar_classes.ply
9,2189,complex,poisson,0.2609407793021019,0.6569758299936695,0.08208339070422857,0.06965635803088979,0.9240262427674204,2,0.012962985800958424,0.06177927752282132,0.029321973762564322,3,False,6688,13289,valve_0092_lidar_classes.ply
10,3079,complex,poisson,0.45102183728104406,0.21488223443350415,0.33409592828545176,0.04490398129318311,0.9689742637360074,3,0.01194005655499188,0.06313241617502874,0.030265687561195166,2,False,7801,15462,valve_0092_lidar_classes.ply
11,678,plane,alpha_shape,0.3077966632203634,0.6655574518149091,0.026645884964727508,0.029168153048867,0.9760169376654201,1,0.012061486117079412,0.020715870606700295,0.020463934426438755,1,False,596,1324,valve_0092_lidar_classes.ply
12,1254,plane,alpha_shape,0.09179311592946308,0.84146530932303,0.06674157474750692,0.04745284249339983,0.9570267543190214,1,0.012452990733809788,0.023085200545642955,0.02231202161820424,1,False,1036,2272,valve_0092_lidar_classes.ply
13,586,complex,poisson,0.21386305172086753,0.3883118475421195,0.39782510073701294,0.0760468089427992,0.8977052863331328,1,0.012320294979397997,0.037862488279731876,0.02506034768956883,1,False,2587,4998,valve_0092_lidar_classes.ply
2,572,complex,poisson,0.10516790116394056,0.577880506273562,0.3169515925624974,0.0814223936235204,0.8742828939465135,15,0.025432089763013477,0.15104657125464857,0.09038495731633056,5,False,4904,9491,valve_0093_lidar_classes.ply
3,87,tube,ball_pivoting,0.7991388333290919,0.17889638161623714,0.021964785054671008,0.05187910746727438,0.9341798595854088,1,0.008964518569040906,0.018216465515720943,0.016831042052630574,1,False,87,120,valve_0093_lidar_classes.ply
5,1516,complex,poisson,0.30512046791672687,0.6224108326832465,0.07246869940002659,0.09424573248634056,0.8257709626711708,1,0.018310846488090338,0.1511765838542349,0.07554719478254011,4,False,6286,12443,valve_0093_lidar_classes.ply
6,300,complex,poisson,0.20402594358758613,0.3857388755269867,0.41023518088542715,0.08427783978536174,0.8578617804116933,14,0.030036255454091,0.144349756052806,0.09973008656894428,9,False,3894,7487,valve_0093_lidar_classes.ply
7,104,tube,ball_pivoting,0.9741844133857647,0.002207487955324758,0.023608098658910625,0.09245117818888302,0.829403175776947,3,0.0101407388524138,0.020715376654677743,0.018799528805869894,2,False,104,139,valve_0093_lidar_classes.ply
8,1211,tube,ball_pivoting,0.5394167384647608,0.42563796896200357,0.03494529257323563,0.06117412725117732,0.9430504638377396,3,0.011299073130249394,0.020776808562106213,0.019673760096259475,3,False,1211,1514,valve_0093_lidar_classes.ply
9,2445,complex,poisson,0.32755808202725734,0.5956635813116673,0.07677833666107538,0.06616919733510579,0.9277084203365035,1,0.012872063604569361,0.15997050484909428,0.04917905570218553,1,False,7915,15711,valve_0093_lidar_classes.ply
10,3074,complex,poisson,0.2575462855678841,0.36383650865248796,0.378617205779628,0.04356560356448265,0.9697508583241222,7,0.011910796636302725,0.07216101237502705,0.033454670773520684,2,False,7763,15309,valve_0093_lidar_classes.ply
11,804,plane,alpha_shape,0.22923668999864624,0.7429017723323748,0.02786153766897893,0.040067980278970655,0.9696841457756757,2,0.012503575182550321,0.0208234837303254,0.021156602890987117,3,False,679,1458,valve_0093_lidar_classes.ply
12,1404,plane,alpha_shape,0.07505367457849206,0.8589526730082258,0.06599365241328214,0.04876296930027821,0.9544511151324699,1,0.012149849457851594,0.022426007426113483,0.02208830130177627,1,False,1153,2536,valve_0093_lidar_classes.ply
13,721,complex,poisson,0.21517470651096732,0.34775856194926436,0.4370667315397684,0.07222180611782197,0.9054184296675635,1,0.012304626983892933,0.028614989885806026,0.02197535309604885,3,False,3214,6204,valve_0093_lidar_classes.ply
2,506,complex,poisson,0.15165508977905623,0.4120831690079957,0.4362617412129481,0.07631713482094732,0.8614871543866446,16,0.025208903755295307,0.1274732471791842,0.08255579364708814,3,False,4265,8255,valve_0094_lidar_classes.ply
3,53,tube,ball_pivoting,0.8693245406963949,0.11145716022405663,0.01921829907954849,0.07715976578446337,0.8965271484940374,2,0.008048850468132574,0.05656024423073118,0.023921692464943356,1,False,53,64,valve_0094_lidar_classes.ply
5,1653,complex,poisson,0.3725288429824571,0.5597931362707121,0.06767802074683073,0.09414499532410707,0.8294510523396674,1,0.020317313477193163,0.2253081930066809,0.10179199484724948,5,False,7761,15272,valve_0094_lidar_classes.ply
6,238,complex,poisson,0.3651350295205862,0.22292550948436454,0.4119394609950493,0.08297277885904752,0.9188387455286255,17,0.03141373088098584,0.14415083006966817,0.09116631868927476,2,False,3127,5991,valve_0094_lidar_classes.ply
8,1919,complex,poisson,0.48379024841429596,0.47985841016828146,0.03635134141742261,0.06424411640045125,0.9250012962324675,1,0.012528511339554007,0.0419809315646517,0.02624773168615111,5,False,5648,11185,valve_0094_lidar_classes.ply
9,1028,complex,poisson,0.3243820784539606,0.6386648249842513,0.0369530965617882,0.05501277889036646,0.9344868864161121,1,0.01712435645585745,0.13436027739236064,0.060733056347303575,4,False,4675,9258,valve_0094_lidar_classes.ply
10,3183,complex,poisson,0.24825451909441174,0.4264235340361117,0.3253219468694766,0.045280701417016324,0.9676713147485804,2,0.011882854146628315,0.08365746363046346,0.034401948746664995,1,False,8139,16101,valve_0094_lidar_classes.ply
11,613,plane,alpha_shape,0.25089432235894604,0.7273626877287036,0.02174298991235036,0.03580466133652279,0.9738322045590667,2,0.012828655678013839,0.020270682834558126,0.021972353923799273,3,False,535,1106,valve_0094_lidar_classes.ply
12,1401,plane,alpha_shape,0.30905010776800546,0.6328452332005449,0.05810465903144969,0.04563967467426051,0.9593884464657093,1,0.012299954306590357,0.02380805205061721,0.022314794471113873,1,False,1147,2450,valve_0094_lidar_classes.ply
13,634,complex,poisson,0.04137765542563182,0.5474432720103967,0.4111790725639715,0.07363278670113606,0.9078557727972746,1,0.012707441870869482,0.030289104805210396,0.02265531796039298,2,False,2995,5793,valve_0094_lidar_classes.ply
2,585,complex,poisson,0.18982524525782457,0.4524582323697991,0.3577165223723763,0.08318212828560666,0.898473949738359,17,0.02265665056120221,0.13674206998778765,0.0775344182982845,4,False,4713,9089,valve_0095_lidar_classes.ply
3,61,tube,ball_pivoting,0.8879316599044904,0.08550196009922972,0.026566379996279844,0.06676198876216415,0.9345549339721589,2,0.007158508930525521,0.02946673272993718,0.017485694823299373,1,False,61,76,valve_0095_lidar_classes.ply
5,1510,complex,poisson,0.3626343462521782,0.5825562784313397,0.054809375316482056,0.09792831856744885,0.8226068123712226,2,0.021208274597671252,0.18854856490285168,0.0960853446154219,4,False,7103,14007,valve_0095_lidar_classes.ply
6,304,complex,poisson,0.27609927401345924,0.24567328732954397,0.47822743865699685,0.09053348773216673,0.872577679017197,17,0.028131294113723754,0.1264329653443924,0.08945880481102933,4,False,3750,7193,valve_0095_lidar_classes.ply
7,102,tube,ball_pivoting,0.9754078678454239,0.009992108277412995,0.01460002387716305,0.09831813087923899,0.8331532956841602,2,0.016570262760632008,0.037970706048906795,0.022637131289230675,4,False,102,84,valve_0095_lidar_classes.ply
8,1749,complex,poisson,0.265170650837285,0.6888662773137896,0.04596307184892542,0.05392552488319809,0.9439692413935683,1,0.013295883523596905,0.12615248879078222,0.04715587828930325,2,False,5524,10975,valve_0095_lidar_classes.ply
9,1854,complex,poisson,0.40196436278327813,0.5540327182638267,0.04400291895289513,0.06718805611427574,0.9214324233588445,1,0.01317162776947477,0.07962172335060105,0.036065943669793696,4,False,5396,10638,valve_0095_lidar_classes.ply
10,3572,complex,poisson,0.14836107187893866,0.32904190705530373,0.5225970210657576,0.04408533739583042,0.9672951994586233,3,0.010655079333720386,0.04190812529392089,0.021999461472087596,2,False,8463,16726,valve_0095_lidar_classes.ply
11,680,plane,alpha_shape,0.40028834663856855,0.5776019425586959,0.02210971080273556,0.03324338321033952,0.9595449472363159,1,0.01166405286744113,0.021838235893357885,0.020576976905065766,1,False,613,1376,valve_0095_lidar_classes.ply
12,1274,plane,alpha_shape,0.10133071892952371,0.8187968751006115,0.07987240596986481,0.04283887045521013,0.9676641805909902,1,0.011921649047655782,0.020675716539510107,0.02125461309876881,1,False,1051,2328,valve_0095_lidar_classes.ply
13,713,complex,poisson,0.10293637677056548,0.5879099336180725,0.309153689611362,0.08337847621174171,0.8835500622521596,1,0.012641809418892737,0.03390558919632606,0.023465896778658568,6,False,3019,5819,valve_0095_lidar_classes.ply
2,628,complex,poisson,0.14749686718778834,0.48256240651823396,0.36994072629397773,0.07206767368250114,0.8913216309655945,16,0.027318258663557853,0.19813533879013856,0.10799852667962417,5,False,6383,12345,valve_0096_lidar_classes.ply
3,86,tube,ball_pivoting,0.7853180391820432,0.18219547078556278,0.03248649003239395,0.06001580748545122,0.915955316953988,1,0.009851483520396415,0.018327940345038617,0.017760799480946936,1,False,86,122,valve_0096_lidar_classes.ply
5,1512,complex,poisson,0.267000268518296,0.6462769561068185,0.08672277537488554,0.09576793281570474,0.8281656678380003,1,0.018407979382105946,0.1284631428957381,0.06349168095244355,2,False,6184,12205,valve_0096_lidar_classes.ply
6,513,complex,poisson,0.3761208671722226,0.33967884152241035,0.28420029130536706,0.056513344561054064,0.9335300625809618,10,0.024003381049460377,0.13162295099222748,0.0791194953530768,6,False,4387,8496,valve_0096_lidar_classes.ply
